Route Name,Route Link,Bus Name,Bus Type,Departing Time,Duration,Reaching Time,Star Rating,Price,Seats Available
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Morning Star Travels,A/C Sleeper (2+1),15:20,08h 10m,23:30,"3.4
33",1090.0,"14 Seats available
4 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Orange Tours And Travels,A/C Seater / Sleeper (2+1),23:00,07h 30m,06:30,"2.9
73",900.0,"33 Seats available
6 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,IRA Travels,A/C Seater / Sleeper (2+1),22:30,07h 30m,06:00,"3.2
28",1190.0,"22 Seats available
15 Window"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,IntrCity SmartBus,AC Sleeper (2+1),18:15,08h 20m,02:35,"3.9
13",2180.0,22 Seats available
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),22:15,07h 35m,05:50,"3.3
23",590.0,"22 Seats available
12 Window"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,VV Vinayak Travels,Non A/C Seater / Sleeper (2+1),20:30,08h 15m,04:45,"3.1
28",820.0,"27 Seats available
8 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sri Krishna Travels,A/C Seater / Sleeper (2+1),20:55,08h 05m,05:00,"3.1
26",850.0,"25 Seats available
4 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sri Padmavathi Travels,A/C Sleeper (2+1),21:25,08h 35m,06:00,"3.3
21",850.0,"28 Seats available
8 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sri Venkataramana Travels,Non A/C Seater / Sleeper (2+1),22:00,08h 30m,06:30,"2.7
67",495.0,"10 Seats available
3 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),22:00,07h 00m,05:00,"3.1
27",800.0,"17 Seats available
2 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Navin Travels,Non A/C Seater / Sleeper (2+1),22:30,07h 45m,06:15,"4.4
7",650.0,"21 Seats available
2 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Naveen Tours and Travels,A/C Seater/Sleeper (2+1),20:00,07h 45m,03:45,New,3999.0,44 Seats available
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Naveen Tours and Travels,A/C Seater / Sleeper (2+1),22:45,08h 15m,07:00,New,3999.0,45 Seats available
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,RAJULATALLI TRAVELS,NON A/C Semi Sleeper (2+2),22:00,07h 30m,05:30,New,5000.0,40 Seats available
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Naveen Tours and Travels,AC Seater (2+2),22:30,08h 30m,07:00,New,3999.0,40 Seats available
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Zingbus Plus,A/C Sleeper (2+1),16:45,07h 10m,23:55,"4.3
7",740.0,25 Seats available
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Zingbus Plus,A/C Sleeper (2+1),18:00,07h 15m,01:15,"4.5
6",2032.0,26 Seats available
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,LAVYASRI Travels,Non A/C Seater / Sleeper (2+1),22:35,06h 55m,05:30,"4.5
6",629.0,"24 Seats available
7 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Orange Tours And Travels,A/C Sleeper (2+1),20:00,07h 15m,03:15,"3.4
18",2400.0,"23 Seats available
2 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sri KVR Travels,A/C Seater / Sleeper (2+1),23:35,07h 10m,06:45,"3.6
15",724.0,"15 Seats available
4 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),22:30,07h 30m,06:00,"2.9
43",800.0,"25 Seats available
2 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sri Venkataramana Travels,Non A/C Seater / Sleeper (2+1),22:30,08h 30m,07:00,"3.1
20",495.0,"36 Seats available
5 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,IRA Travels,A/C Seater / Sleeper (2+1),00:20,09h 19m,09:39,"4.3
6",1300.0,"31 Seats available
8 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),22:30,07h 00m,05:30,"3.3
17",590.0,"16 Seats available
3 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sri Padmavathi Travels,Non A/C Seater / Sleeper (2+1),22:00,07h 00m,05:00,"2.9
33",550.0,"16 Seats available
2 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sai RK Travels,Non A/C Seater / Sleeper (2+1),21:30,08h 15m,05:45,"4.0
6",655.0,"32 Seats available
7 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Jagan Travels,A/C Sleeper (2+1),15:00,08h 30m,23:30,"4.5
4",2600.0,"17 Seats available
6 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sri Amaravathi Travels,NON A/C Sleeper (2+1),22:45,07h 45m,06:30,"3.0
16",850.0,"13 Seats available
3 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Morning Star Travels,A/C Sleeper (2+1),22:00,08h 10m,06:10,"2.7
35",990.0,"21 Seats available
6 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Rajesh Transports,NON A/C Sleeper (2+1),15:00,08h 30m,23:30,"3.8
8",1365.0,"1 Seat available
1 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),13:30,07h 45m,21:15,"4.1
5",3009.0,"12 Seats available
6 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Nani’s Sai Krishna Travels,A/C Seater / Sleeper (2+1),22:40,07h 05m,05:45,"2.7
31",700.0,"21 Seats available
3 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,SREE PAVAN TRAVELS,NON A/C Seater Push Back (2+2),22:15,08h 00m,06:15,"3.6
8",700.0,"16 Seats available
7 Window"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Orange Tours and Travels Platinum,Volvo Multi-Axle Sleeper A/C (2+1),14:00,08h 45m,22:45,"2.7
34",3150.0,"15 Seats available
4 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,SVR Tours and Travels,Volvo Multi Axle Sleeper B11R (2+1),19:30,06h 30m,02:00,"3.1
10",1200.0,"8 Seats available
3 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sri VInayaka Travels(Siva's),NON A/C Sleeper (2+1),21:00,07h 30m,04:30,"4.0
4",999.0,16 Seats available
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Navayuga Travels,A/C Sleeper (2+1),22:00,09h 20m,07:20,"3.1
8",890.0,18 Seats available
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Vsaikrishna Travels,NON A/C Sleeper (2+1),22:00,08h 00m,06:00,"3.3
7",699.0,"11 Seats available
3 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,NueGo,Electric A/C Seater (2+2),13:00,08h 15m,21:15,"2.8
19",427.0,28 Seats available
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sai Sree Travels,A/C Sleeper (2+1),20:00,09h 30m,05:30,"2.3
23",890.0,"18 Seats available
6 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,SREE PAVAN TRAVELS,Non A/C Seater / Sleeper (2+1),21:50,08h 50m,06:40,"3.4
4",900.0,1 Seat available
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,NueGo,Electric A/C Seater (2+2),10:30,08h 30m,19:00,"2.4
20",1167.0,7 Seats available
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sri Padmavathi Travels,Non A/C Seater / Sleeper (2+1),21:00,07h 30m,04:30,"2.2
15",600.0,"26 Seats available
5 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sri Venkataramana Travels,Non A/C Seater / Sleeper (2+1),22:45,08h 00m,06:45,"1.8
28",495.0,"11 Seats available
1 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),21:35,08h 50m,06:25,"2.1
10",666.0,"29 Seats available
8 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sree Durga Kaveri Travels,Non A/C Seater / Sleeper (2+1),22:00,07h 10m,05:10,"1.9
5",600.0,38 Seats available
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Kaveri Travels,Non A/C Seater / Sleeper (2+1),16:30,08h 15m,00:45,"1.9
8",1199.0,"23 Seats available
8 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Jagan Travels,Non A/C Seater / Sleeper (2+1),23:00,06h 00m,05:00,"1.7
6",1700.0,"24 Seats available
2 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),23:00,06h 30m,05:30,"1.9
5",1749.0,"13 Seats available
4 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Nani’s Sai Krishna Travels,NON A/C Hi-Tech Push Back (2+2),22:15,07h 10m,05:25,"2.2
7",666.0,"23 Seats available
11 Window"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,V Kaveri Travels,A/C Sleeper (2+1),17:00,06h 59m,23:59,"2.4
6",2500.0,"16 Seats available
2 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sai RK Travels,Non A/C Seater / Sleeper (2+1),21:55,07h 50m,05:45,"2.0
9",599.0,"21 Seats available
4 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Navin Travels,Non A/C Seater / Sleeper (2+1),23:00,08h 30m,07:30,"2.6
7",650.0,30 Seats available
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Morning Star Travels,A/C Sleeper (2+1),13:00,09h 30m,22:30,"1.8
11",1190.0,"16 Seats available
3 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sai RK Travels,Non A/C Seater / Sleeper (2+1),22:40,08h 50m,07:30,"1.2
6",750.0,"13 Seats available
4 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,IntrCity SmartBus,AC Sleeper (2+1),19:00,08h 35m,03:35,4.5,1660.0,"23 Seats available
10 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,BSR Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:10,08h 40m,02:50,4.5,2670.0,"10 Seats available
2 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Vikram Travels,A/C Sleeper (2+1),21:00,06h 45m,03:45,4.5,1740.0,"15 Seats available
2 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sai Sri Krishna Travels,A/C Seater / Sleeper (2+1),22:50,07h 20m,06:10,"4.4
33",799.0,"21 Seats available
5 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,GMC Travels,A/C Seater / Sleeper (2+1),17:00,08h 30m,01:30,4.4,1490.0,"18 Seats available
5 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sree Sambasiva Tours and Travels,NON A/C Seater / Sleeper (3+1),22:30,07h 15m,05:45,4.2,666.0,27 Seats available
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sri KVR Travels,A/C Seater / Sleeper (2+1),22:50,07h 40m,06:30,"3.6
70",696.0,"27 Seats available
4 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,LIMOLINER,A/C Sleeper (2+1),17:00,08h 50m,01:50,4.1,2150.0,"10 Seats available
10 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Cherry Collars,Bharat Benz A/C Sleeper (2+1),16:00,07h 45m,23:45,4.1,2690.0,22 Seats available
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Shyamoli Paribahan Pvt Ltd,A/C Seater/Sleeper (2+1),17:15,07h 45m,01:00,4.1,2999.0,"11 Seats available
6 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Ramana Tours And Travels,A/C Sleeper (2+1),17:30,07h 30m,01:00,4.1,1600.0,"22 Seats available
4 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Shyamoli Paribahan Pvt Ltd,A/C Seater/Sleeper (2+1),22:20,06h 10m,04:30,4.1,2100.0,"8 Seats available
6 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Shree Manikanta Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),14:00,07h 05m,21:05,4.0,3199.0,"8 Seats available
3 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Shree Manikanta Travels,A/C Sleeper (2+1),18:30,07h 30m,02:00,4.0,1949.0,"10 Seats available
4 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,SAMANVI CITICONNECT,A/C Sleeper (2+1),16:05,09h 30m,01:35,4.0,2609.0,"13 Seats available
4 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sri VInayaka Travels(Siva's),A/C Seater / Sleeper (2+1),20:00,07h 45m,03:45,4.0,999.0,"27 Seats available
4 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,LUCKY TRAVELS,A/C Seater / Sleeper (2+1),17:30,07h 30m,01:00,3.9,1299.0,"4 Seats available
1 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,LUCKY TRAVELS,Volvo Multi-Axle A/C Sleeper (2+1),18:30,07h 30m,02:00,3.9,1999.0,12 Seats available
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sri KVR Travels,A/C Seater / Sleeper (2+1),17:30,09h 15m,02:45,3.9,1444.0,8 Seats available
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Rajesh Transports,Volvo 9600 Multi-Axle A/C Sleeper (2+1),14:15,07h 20m,21:35,3.8,3000.0,11 Seats available
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sai Balaji Travels,A/C Sleeper (2+1),20:57,07h 48m,04:45,3.7,949.0,27 Seats available
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,SVD Vedansh Travels,A/C Sleeper (2+1),14:30,07h 50m,22:20,3.6,2399.0,"20 Seats available
6 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Krk Travels,Non A/C Seater / Sleeper (2+1),17:16,06h 29m,23:45,3.6,1400.0,17 Seats available
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,RUDRA TOURS & TRAVELS,NON A/C Seater/ Sleeper (2+1),22:30,07h 30m,06:00,3.6,650.0,"31 Seats available
6 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),23:00,07h 30m,06:30,"3.4
44",590.0,"18 Seats available
2 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Tranzindia Travels,Volvo Multi-Axle A/C Sleeper (2+1),22:55,05h 35m,04:30,"3.2
51",1905.0,"24 Seats available
10 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Mayuri Travels,A/C Sleeper (2+1),20:20,07h 40m,04:00,3.5,2300.0,26 Seats available
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,DMR Travels,A/C Sleeper (2+1),16:00,09h 30m,01:30,3.5,1800.0,"23 Seats available
6 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Mayuri Travels,A/C Seater / Sleeper (2+1),19:00,07h 45m,02:45,3.5,1450.0,"10 Seats available
1 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Mayuri Travels,A/C Seater / Sleeper (2+1),19:30,07h 30m,03:00,3.5,1560.0,11 Seats available
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Mayuri Travels,Non A/C Seater / Sleeper (2+1),19:00,07h 45m,02:45,3.5,1450.0,"12 Seats available
1 Window"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Komitla Trans lines.,NON A/C Sleeper (2+1),14:00,08h 30m,22:30,3.5,1924.0,"22 Seats available
8 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,SRKT Travels,Non A/C Seater / Sleeper (2+1),20:00,09h 00m,05:00,"3.7
26",520.0,"30 Seats available
8 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),19:00,07h 30m,02:30,3.4,1299.0,"35 Seats available
10 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),21:00,06h 30m,03:30,3.4,1849.0,19 Seats available
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),20:00,07h 30m,03:30,3.4,999.0,"21 Seats available
4 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,KKaveri Travels,A/C Sleeper (2+1),21:45,05h 15m,03:00,3.4,2200.0,"21 Seats available
5 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,VARAHI TRAVELS,A/C Seater / Sleeper (2+1),21:00,07h 00m,04:00,3.4,1860.0,"3 Seats available
1 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,KKaveri Travels,Non A/C Seater / Sleeper (2+1),18:25,08h 05m,02:30,3.4,1200.0,"12 Seats available
3 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),23:00,06h 00m,05:00,3.4,1849.0,"27 Seats available
2 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),18:30,07h 30m,02:00,3.4,1249.0,"31 Seats available
3 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),17:00,08h 00m,01:00,3.4,2500.0,"25 Seats available
7 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sri Tulasi Tours and Travels,A/C Sleeper (2+1),16:00,07h 30m,23:30,3.4,2949.0,16 Seats available
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Jayalakshmi Tours and Travels,A/C Seater / Sleeper (2+1),21:30,08h 30m,06:00,3.4,649.0,27 Seats available
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Navin Citi Connect,Non A/C Seater / Sleeper (2+1),18:15,08h 35m,02:50,3.2,1390.0,"26 Seats available
3 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sri Keerthana Sai Travels,A/C Sleeper (2+1),19:00,08h 00m,03:00,3.2,2500.0,"30 Seats available
10 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sri Krishna Travels,A/C Sleeper (2+1),17:15,07h 55m,01:10,3.2,2000.0,"23 Seats available
5 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sri Keerthana Sai Travels,Non A/C Seater / Sleeper (2+1),17:30,08h 00m,01:30,3.2,1200.0,"30 Seats available
17 Window"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Navayuga Travels,NON AC Seater / Sleeper 2+1,22:45,06h 25m,05:10,3.1,2090.0,"11 Seats available
4 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Orange Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),23:00,06h 00m,05:00,3.1,1870.0,"11 Seats available
1 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Navayuga Travels,A/C Sleeper (2+1),15:00,07h 15m,22:15,3.1,780.0,"16 Seats available
5 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),22:15,06h 45m,05:00,3.1,1980.0,"7 Seats available
3 Window"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sri Padmavathi Travels,A/C Sleeper (2+1),23:00,07h 00m,06:00,"3.8
11",1350.0,"28 Seats available
8 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sri Amaravathi Travels,NON A/C Hi-Tech Push Back (2+2),22:30,07h 45m,06:15,"3.5
13",650.0,"31 Seats available
13 Window"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sri Krishna Travels,A/C Seater / Sleeper (2+1),20:45,08h 30m,05:15,"2.8
38",1000.0,"20 Seats available
2 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sri Venkataramana Travels,A/C Seater / Sleeper (2+1),21:50,08h 40m,06:30,"2.7
40",585.0,"20 Seats available
3 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Jagan Travels,A/C Sleeper (2+1),17:30,06h 20m,23:50,2.8,2170.0,"20 Seats available
8 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,KVR Tours and Travels,A/C Sleeper (2+1),17:30,07h 50m,01:20,2.8,1615.0,17 Seats available
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Mozo travels,A/C Seater / Sleeper (2+1),21:30,07h 00m,04:30,"3.5
5",1409.0,"35 Seats available
4 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,MY YATRA BUS,A/C Sleeper (2+1),19:30,08h 30m,04:00,2.8,1777.0,"17 Seats available
9 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Tranzindia Travels,Scania AC Multi Axle Sleeper (2+1),22:40,06h 35m,05:15,"2.6
13",1905.0,"20 Seats available
6 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,SJR TRAVELS,Non A/C Seater / Sleeper (2+1),22:00,07h 30m,05:30,2.7,1300.0,34 Seats available
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Sri Laxmi Sravanthi Siva Tours And Travels,Non A/C Seater / Sleeper (2+1),19:15,08h 30m,03:45,2.7,1090.0,17 Seats available
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,New Sindhu Travels,Non A/C Seater / Sleeper (2+1),21:45,07h 00m,04:45,"2.0
12",550.0,"29 Seats available
21 Window"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Morning Star Travels,A/C Sleeper (2+1),17:30,08h 50m,02:20,2.7,1490.0,"4 Seats available
2 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Morning Star Travels,A/C Sleeper (2+1),14:20,08h 55m,23:15,2.7,1190.0,"5 Seats available
1 Single"
Visakhapatnam to Vijayawada,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),23:00,06h 50m,05:50,"1.8
10",666.0,"13 Seats available
6 Window"
